group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
hailstone_sequence_append_162964,,,,,1156521.0,ns,4087
hailstone_sequence_append_162964,,,,,2389055.0,ns,8174
hailstone_sequence_append_162964,,,,,3899815.0,ns,12261
hailstone_sequence_append_162964,,,,,6592694.0,ns,16348
hailstone_sequence_append_162964,,,,,5478372.0,ns,20435
hailstone_sequence_append_162964,,,,,7313712.0,ns,24522
hailstone_sequence_append_162964,,,,,9744307.0,ns,28609
hailstone_sequence_append_162964,,,,,8013630.0,ns,32696
hailstone_sequence_append_162964,,,,,10550703.0,ns,36783
hailstone_sequence_append_162964,,,,,10199794.0,ns,40870
hailstone_sequence_append_162964,,,,,11695005.0,ns,44957
hailstone_sequence_append_162964,,,,,10913007.0,ns,49044
hailstone_sequence_append_162964,,,,,12799812.0,ns,53131
hailstone_sequence_append_162964,,,,,12773163.0,ns,57218
hailstone_sequence_append_162964,,,,,13835289.0,ns,61305
hailstone_sequence_append_162964,,,,,15201802.0,ns,65392
hailstone_sequence_append_162964,,,,,16051731.0,ns,69479
hailstone_sequence_append_162964,,,,,17040986.0,ns,73566
hailstone_sequence_append_162964,,,,,17497240.0,ns,77653
hailstone_sequence_append_162964,,,,,18828100.0,ns,81740
hailstone_sequence_append_162964,,,,,23329589.0,ns,85827
hailstone_sequence_append_162964,,,,,21206366.0,ns,89914
hailstone_sequence_append_162964,,,,,23167221.0,ns,94001
hailstone_sequence_append_162964,,,,,23506194.0,ns,98088
hailstone_sequence_append_162964,,,,,24571774.0,ns,102175
hailstone_sequence_append_162964,,,,,25061186.0,ns,106262
hailstone_sequence_append_162964,,,,,24846608.0,ns,110349
hailstone_sequence_append_162964,,,,,26906162.0,ns,114436
hailstone_sequence_append_162964,,,,,27452425.0,ns,118523
hailstone_sequence_append_162964,,,,,27750837.0,ns,122610
hailstone_sequence_append_162964,,,,,29694909.0,ns,126697
hailstone_sequence_append_162964,,,,,30157963.0,ns,130784
hailstone_sequence_append_162964,,,,,30756003.0,ns,134871
hailstone_sequence_append_162964,,,,,32414251.0,ns,138958
hailstone_sequence_append_162964,,,,,35878441.0,ns,143045
hailstone_sequence_append_162964,,,,,33418796.0,ns,147132
