group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
hailstone_sequence_prealloc_162964,,,,,1000480.0,ns,7716
hailstone_sequence_prealloc_162964,,,,,1938438.0,ns,15432
hailstone_sequence_prealloc_162964,,,,,2939732.0,ns,23148
hailstone_sequence_prealloc_162964,,,,,4167017.0,ns,30864
hailstone_sequence_prealloc_162964,,,,,5793797.0,ns,38580
hailstone_sequence_prealloc_162964,,,,,6549013.0,ns,46296
hailstone_sequence_prealloc_162964,,,,,7016405.0,ns,54012
hailstone_sequence_prealloc_162964,,,,,8636816.0,ns,61728
hailstone_sequence_prealloc_162964,,,,,10410768.0,ns,69444
hailstone_sequence_prealloc_162964,,,,,11095562.0,ns,77160
hailstone_sequence_prealloc_162964,,,,,10994776.0,ns,84876
hailstone_sequence_prealloc_162964,,,,,12851351.0,ns,92592
hailstone_sequence_prealloc_162964,,,,,12611066.0,ns,100308
hailstone_sequence_prealloc_162964,,,,,13828377.0,ns,108024
hailstone_sequence_prealloc_162964,,,,,14669198.0,ns,115740
hailstone_sequence_prealloc_162964,,,,,15121954.0,ns,123456
hailstone_sequence_prealloc_162964,,,,,17099089.0,ns,131172
hailstone_sequence_prealloc_162964,,,,,17362505.0,ns,138888
hailstone_sequence_prealloc_162964,,,,,18218460.0,ns,146604
hailstone_sequence_prealloc_162964,,,,,19417184.0,ns,154320
hailstone_sequence_prealloc_162964,,,,,20073587.0,ns,162036
hailstone_sequence_prealloc_162964,,,,,22184745.0,ns,169752
hailstone_sequence_prealloc_162964,,,,,22792884.0,ns,177468
hailstone_sequence_prealloc_162964,,,,,24042083.0,ns,185184
hailstone_sequence_prealloc_162964,,,,,25735190.0,ns,192900
hailstone_sequence_prealloc_162964,,,,,27553184.0,ns,200616
hailstone_sequence_prealloc_162964,,,,,26146742.0,ns,208332
hailstone_sequence_prealloc_162964,,,,,27425619.0,ns,216048
hailstone_sequence_prealloc_162964,,,,,27734239.0,ns,223764
hailstone_sequence_prealloc_162964,,,,,29897177.0,ns,231480
hailstone_sequence_prealloc_162964,,,,,30122091.0,ns,239196
hailstone_sequence_prealloc_162964,,,,,30995663.0,ns,246912
hailstone_sequence_prealloc_162964,,,,,34441053.0,ns,254628
hailstone_sequence_prealloc_162964,,,,,34267190.0,ns,262344
hailstone_sequence_prealloc_162964,,,,,34136230.0,ns,270060
